URI,Method,User-agent,Body
/large/6d10002f213feb53d85,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/6d10002f214b997bee6,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/6d10002f21232149199,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/6d10002f211e3d7795e,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5dd0009e85ddafd7e49,GET,okhttp/2.6.0,
/article/content/11/1/6287870064956686593/6285665382476808705/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019937800,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5db0009e815704e31eb,GET,okhttp/2.6.0,
/list/5db0009e815704e31eb,GET,okhttp/2.6.0,
/list/5dd0009e85ddafd7e49,GET,okhttp/2.6.0,
/large/1189/2064532270,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5dc0009eb91e12e0dbf,GET,okhttp/2.6.0,
/article/content/11/1/6285194567109820674/6285196260836114946/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019938465,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/4110015920f61c13f6a,GET,okhttp/2.6.0,
/large/41100092cde5d9905c5,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/41100159215064b9e5d,GET,okhttp/2.6.0,
/list/411001592122165b513,GET,okhttp/2.6.0,
/article/content/11/1/6287898144315556098/6287892678365413889/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019939431,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/640x360/6d00003b42d4a148e78,GET,okhttp/2.6.0,
/large/11347/6724072725,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/content/11/1/6287751063555145985/6287716924281324033/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019940924,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d0000217808d9d4736,GET,okhttp/2.6.0,
/list/6cd000a2dafc5b51f3c,GET,okhttp/2.6.0,
/list/6ce000a34dd4a94d88c,GET,okhttp/2.6.0,
/large/1717/3019796158,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/content/11/1/6287875902575837442/6287878947615015426/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019943017,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d100038460f16b9cbc,GET,okhttp/2.6.0,
/list/6d00003851fdcd02685,GET,okhttp/2.6.0,
/article/content/11/1/6287520774211240449/6287520774211240449/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019943152,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/video1609/6cd0009b0468f247832,GET,okhttp/2.6.0,
/large/11493/8394732366,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/2b6002127cfc38b7b73,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d1000383f8380920f5,GET,okhttp/2.6.0,
/list/6d1000383f8380920f5,GET,okhttp/2.6.0,
/article/content/11/1/6287878362082263297/6287880948721648129/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019945838,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6cb0002a59a676a7744,GET,okhttp/2.6.0,
/list/6cb0002a5b2455759e1,GET,okhttp/2.6.0,
/large/7077/4961320160,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6cb0002a59f9b1b21fa,GET,okhttp/2.6.0,
/list/6d1000383f8380920f5,GET,okhttp/2.6.0,
/article/content/11/1/6287719281920573953/6287719281920573953/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019948076,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ce000a72e9fba8e717,GET,okhttp/2.6.0,
/list/6d00002558f0ad5a3d2,GET,okhttp/2.6.0,
/large/14f0008f61a290c8c22,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ce000a73176d27a484,GET,okhttp/2.6.0,
/article/content/11/1/6287708234556997890/6287758971587527169/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019948208,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6af0000f81114b5a18a,GET,okhttp/2.6.0,
/large/1057/8563550313,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ab000984640ad4fa5f,GET,okhttp/2.6.0,
/list/6af0000f81215110f6d,GET,okhttp/2.6.0,
/list/6aa000bd89c70e7438e,GET,okhttp/2.6.0,
/list/6ab000497fc14d2d57d,GET,okhttp/2.6.0,
/article/content/11/1/6287658473363915010/6287671746317255169/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019949096,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ad000897ddeac4e4d6,GET,okhttp/2.6.0,
/list/6d000036108db29ddd4,GET,okhttp/2.6.0,
/large/10577/1615835131,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/5677/4633951464,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d100035f5d99a165a0,GET,okhttp/2.6.0,
/list/6d100035f5b6581ad09,GET,okhttp/2.6.0,
/article/content/11/1/6287849165955465473/6287852964648321538/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019949323,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5dd0009a644aaf5d70e,GET,okhttp/2.6.0,
/article/content/11/1/6285570642326798593/6285572634092503554/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019950079,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/4494/4075873079,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5db0009a6fdd431fbe9,GET,okhttp/2.6.0,
/list/5da0009a8ee68e87926,GET,okhttp/2.6.0,
/article/content/11/1/6287793864662352130/6287681796003856898/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019951071,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d00001f9a5eea17384,GET,okhttp/2.6.0,
/list/6ce000a1960794ec3e8,GET,okhttp/2.6.0,
/list/6d00001fc4ba36c2e43,GET,okhttp/2.6.0,
/large/2b7001bcfc2b744f978,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/content/11/1/6284525541303730434/6283704410614792705/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019956501,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5da00051f523a1eb30a,GET,okhttp/2.6.0,
/large/412000f84b73ed32484,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/5dc00051c09e08bec4b,GET,okhttp/2.6.0,
/list/5dc00051c24fbbcfe7d,GET,okhttp/2.6.0,
/list/6a80003d66e6ae12195,GET,okhttp/2.6.0,
/article/content/11/1/6287401010454053122/6287424274428854785/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019956685,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ad00039cc9e84dc7d3,GET,okhttp/2.6.0,
/list/6ab0003a5ce57d4bbd7,GET,okhttp/2.6.0,
/medium/322000efd2139f2698b,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/2/article/information/v14/?group_id=6287793864662352130&item_id=6287681796003856898&aggr_type=1&context=1&from_category=__all__&iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019961073,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/2b7001bcfc2b744f978,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36 JsSdk/2 NewsArticle/5.4.7 NetType/wifi",
/large/6d00001f9a5eea17384,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/6d00001fc4ba36c2e43,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/6ce000a1960794ec3e8,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/v1/tab_comments/?group_id=6287793864662352130&item_id=6287681796003856898&aggr_type=1&count=20&offset=0&tab_index=0&iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019961073,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/640x360/6ce00096990685ba0be,GET,okhttp/2.6.0,
/article/content/11/1/6287547398278201602/6287430326213935618/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019975222,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/41100021cbe9c2bfc30,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/content/11/1/6287871689117171970/6287874356668269058/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019979007,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d100038f4a4a21e0ae,GET,okhttp/2.6.0,
/list/6d100038f74218427f1,GET,okhttp/2.6.0,
/list/6d0000390c4cb3c73a1,GET,okhttp/2.6.0,
/list/6cd00044d9ec88f8cb4,GET,okhttp/2.6.0,
/list/6ce000450c7264f0fa3,GET,okhttp/2.6.0,
/list/6cd00044d9d1d4b6b36,GET,okhttp/2.6.0,
/article/content/11/1/6286329292399165698/6286329793994555906/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019979161,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6d100038f4a4a21e0ae,GET,okhttp/2.6.0,
/large/11323/4448915623,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/7111/6547544228,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ce00084d2caa0484a3,GET,okhttp/2.6.0,
/article/content/11/1/6286975954212356609/6286975954212356609/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019981592,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/6ac0009343068671031,GET,okhttp/2.6.0,
/list/6a9000927f5376aafd1,GET,okhttp/2.6.0,
/list/6a80009486842c86305,GET,okhttp/2.6.0,
/article/content/11/1/6287691262280139009/6287694568271905281/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019981707,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/8507/7025889771,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/large/820/2774261143,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/content/11/1/6287545589320483073/6287548720862986754/1/?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019982561,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/640x360/6d00001b029383f0155,GET,okhttp/2.6.0,
/2/article/information/v14/?group_id=6286975954212356609&item_id=6286975954212356609&aggr_type=1&context=1&flags=64&from_category=__all__&iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019987688,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/article/v1/tab_comments/?group_id=6286975954212356609&item_id=6286975954212356609&aggr_type=1&count=20&offset=0&tab_index=0&iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019987689,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/video1609/6ce00084d2caa0484a3,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/video/urls/1/toutiao/1464019987/1afac4f2434eb17eaaf867287ca4a911/mp4/d27bedc3cd634aeba2714642003ca168?iid=4420396949&device_id=16589469506&ac=wifi&channel=tengxun&aid=13&app_name=news_article&version_code=547&version_name=5.4.7&device_platform=android&ab_version=new_user_video_pos_v2_flt0&ab_client=a1%2Cc2%2Ce1%2Cf2%2Cg2%2Cb7%2Cf6&ab_group=z1&ab_feature=z1&abflag=3&ssmix=a&device_type=MI+4LTE&device_brand=Xiaomi&language=zh&os_api=23&os_version=6.0.1&uuid=865931022792071&openudid=8bae983aa687dd48&manifest_version_code=547&resolution=1080*1920&dpi=480&update_version_code=5470&_rticket=1464019987797,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14) NewsArticle/5.4.7,
/list/3e40007a8730be0548a,GET,okhttp/2.6.0,
/list/3e20005c8ac2bb8d05f,GET,okhttp/2.6.0,
