URI,Method,User-agent,Body
/group/v1/opt/exploration/city/1?latlng=39.91834%2C116.685677&utm_device=MI%204LTE&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=9343d922-eedf-42db-be29-51f3753b01a6&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493705&__skua=594476d291cbea2d29902a8d800824bd&__skno=73b32b7b-4b47-462e-b8de-96f13644de33&__skcy=vVDxLiYoqvP0izWIop4hCwYxNlU%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/api/entry?name=hotcate&latlng=39.91834%2C116.685677&__vhost=aop.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=00c8e814-997c-4328-8b2d-235a73527dd4&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493803&__skua=594476d291cbea2d29902a8d800824bd&__skno=4a6e0d3f-baf5-496a-8741-01ef716c5450&__skcy=F8c023Ov%2FA8V9n8wCVy2pllAobY%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/deal/topic/favourate/city/1?latlng=39.91834%2C116.685677&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=d4943d64-ff16-430a-bde1-c582f424c7d5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493752&__skua=594476d291cbea2d29902a8d800824bd&__skno=2e075f76-c9a9-4081-9b8f-983890621999&__skcy=PZ4L1H19SpIZL%2FWV9E0jh5rW8NY%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/recommend/homepage/inteligent/1?uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&position=39.91834%2C116.685677&wifi-name=360%08MF910S_9EBDCD%08TP-LINK_DC32%08CMCC-WEB%08CMCC%08and-Business%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0824%3A69%3A68%3A35%3Adc%3A32%0800%3A27%3A1d%3A06%3A87%3A5d%0800%3A27%3A1d%3A07%3A87%3A5d%0800%3A27%3A1d%3A08%3A87%3A5d%08&wifi-strength=-15%08-63%08-69%08-72%08-74%08-74%08&wifi-cur=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&__reqTraceID=819ded75-ba50-4d9d-8eff-2d2b2dcc8878&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493810&__skua=594476d291cbea2d29902a8d800824bd&__skno=cda4d144-6174-4710-a9e4-7c6e56770107&__skcy=rXpENdqm0Bjlaei5t5Uuwd0VQpY%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/groupop/88917810afc0b7570de53133bd3b317430184.png.webp,GET,okhttp/2.7.5,
/groupop/d7cac0370fc0daa375e8cdf396710f7d41367.png.webp,GET,okhttp/2.7.5,
/groupop/4d1cb4960110a66188a40c077b2ae0cc17151.png.webp,GET,okhttp/2.7.5,
/groupop/e1855577efd5280c905ab7a438b83f3d5000.png.webp,GET,okhttp/2.7.5,
/advert/v3/adverts?cityid=1&category=9999&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=65687079&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=a32a714e-10c2-4918-a704-747143ce0325&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493937&__skua=594476d291cbea2d29902a8d800824bd&__skno=526f1cb3-c0be-47d2-83d9-3fd9c6d8c959&__skcy=C2N215SORkzx0msOKRzTAguCVyg%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/advert/v3/adverts?cityid=1&category=9998&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=65687079&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=e5054f96-4393-4790-90e5-4332903b4b0b&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515493937&__skua=594476d291cbea2d29902a8d800824bd&__skno=4264009e-b8cd-4db6-8ea9-f1a80291e34e&__skcy=cHfUTGFVHw43ldh7B97C4xlCudA%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/groupop/a18e32bb289cebb1e6ca30b68fa5e3ba20262.png.webp,GET,okhttp/2.7.5,
/groupop/a5d1de157245152c6583733da5e3a4025793.png.webp,GET,okhttp/2.7.5,
/200.120/deal/d18d2686560cc705ba036533c292faff333258.jpg@0_87_2880_1745a%7C388h_640w_2e_90q.webp,GET,okhttp/2.7.5,
/group/v1/user/65687079/recommend/survey?token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=eb645407-bfee-4672-a28f-ce93fccbe470&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515494075&__skua=594476d291cbea2d29902a8d800824bd&__skno=7311ea90-1425-4646-8f94-ecbff91c92ba&__skcy=H1G3Fysg4%2BDTvCyalXlx3b6vzQA%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/groupop/d4bc73e02d29ee4a28e81552c0acb37a21716.png.webp,GET,okhttp/2.7.5,
/feop/566e411194be7b143e60a74332fbee1e85876.png.webp,GET,okhttp/2.7.5,
/shoppingmall/home?f=android&token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&userid=65687079&lat=39.91834&lng=116.685677&utm_device=MI%204LTE&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/jungle/e7082cf55ab53fdf5e30d4c05cabe6172356.png,GET,okhttp/2.7.5,
/feop/f1f9d10251a05bfcbcbb5b7e647f24e022686.png.webp,GET,okhttp/2.7.5,
/feop/42f4b0de12abc76c0e880fb4f183d3bf16321.jpg.webp,GET,okhttp/2.7.5,
/feop/5e2364c4c9505a5e9158d7c17297a45928903.png.webp,GET,okhttp/2.7.5,
/jungle/f1fbf3ab1315ce7f153b570c5453f0254512.png,GET,okhttp/2.7.5,
/feop/e1778243ed022b9bc81adc3a7d8cca6b15382.png.webp,GET,okhttp/2.7.5,
/feop/f39edcc3c2bf9776ccf8e1431c72537e19196.png.webp,GET,okhttp/2.7.5,
/jungle/a4c0cd1901f0e3e20de2badd26b5a8c74366.png,GET,okhttp/2.7.5,
/feop/8dffcc4eecefe258c74f8d5314854de413901.png.webp,GET,okhttp/2.7.5,
/feop/c4b90ea52d1d86b94fd5d53874ac6d9c8389.png.webp,GET,okhttp/2.7.5,
/feop/3409a34c1ec4088f0c1efb27e6323ee528891.png.webp,GET,okhttp/2.7.5,
/feop/b988ceff8697bae801bfa7ec8e9575fe7979.png.webp,GET,okhttp/2.7.5,
/jungle/94ad8d7de8adbe662b7c273371816fdf4387.png,GET,okhttp/2.7.5,
/touch/css/eve_webview.68e30b8c.css,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/jungle/60d835194aa7afd2365efedf4d15cf613498.png,GET,okhttp/2.7.5,
/jungle/e98e4a2612b0f70fcd536643ef2365b65579.png,GET,okhttp/2.7.5,
/touch/img/shoppingmall/sm-entry-0.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/touch/module/truck.a938a845.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/touch/img/shoppingmall/sm-entry-2.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/jungle/b33f654b6cbca86cf34c8c95ed936dcc5012.png,GET,okhttp/2.7.5,
/touch/img/shoppingmall/sm-entry53.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/smpromo/c2a7b90d9ea82ea6d1cd81858a4b388a73870.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/jungle/e1773afc6fb53b0f5d53f30a1c0d275b5514.png,GET,okhttp/2.7.5,
/jungle/3f60140ee9b2652fa1c3f99d827659b72018.png,GET,okhttp/2.7.5,
/combo/?f=touch/module/common/msg.css.882c2e03.js;touch/module/zepto.2215a202.js;touch/module/common/msg.b555e7bf.js;touch/module/util/cookie.b92e68a7.js;touch/module/mjs.a0eb2667.js;touch/module/util/i_extend.a5a93765.js;touch/module/page/landingsession.f83c8f6b.js;touch/module/count.89957e50.js;touch/module/com/pagecommon.ee0a47f2.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/favicon.ico,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/jungle/1463f31b2c7c0cef5523c9368835d07c1286.png,GET,okhttp/2.7.5,
/group/v1/theme/list?__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=d53fed9b-d638-4711-86b5-670253f3247b&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515496255&__skua=594476d291cbea2d29902a8d800824bd&__skno=849534b6-9eec-4d3c-a5e2-2a206f82ace8&__skcy=ph3wVyv%2BatGFIIVPEdI%2F06E4Dzo%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/ga.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/api/third/report,POST,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),"{""content"":{""appid"":""com.sankuai.meituan"",""channel"":""mi"",""foreign_token"":""EA6hEqmUNYfR4FW2FGK69g50m4nr4GkXcvrwYNvub60="",""token"":""1b2d6e17e1ada78f2b594406f5d00ba0430f9b7094d0515c424cc1961acaab0b103b4d6d4a8cb7a6cd70f822f26ffff9""}}"
/__utm.gif?utmwv=5.4.6&utms=1&utmn=706065209&utmhn=i.meituan.com&utmcs=UTF-8&utmsr=360x640&utmvp=360x169&utmsc=32-bit&utmul=zh-cn&utmje=0&utmfl=-&utmhid=608729826&utmr=-&utmp=%2Fshoppingmall%2Fhome%3Ff%3Dandroid%26token%3DJXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ%26userid%3D65687079%26lat%3D39.91834%26lng%3D116.685677%26utm_device%3DMI%2525204LTE%26utm_source%3Dwandoujia%26utm_medium%3Dandroid%26utm_term%3D381%26version_name%3D6.8.1%26utm_content%3D865931022792071%26utm_campaign%3DAgroupBgroupC0D200E0%26ci%3D1%26msid%3D8659310227920711464515491394%26uuid%3D521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&utmht=1464515496955&utmac=UA-XXXXX-X&utmcc=__utma%3D74597006.293615181.1463812528.1464324560.1464515497.9%3B%2B__utmz%3D74597006.1464515497.9.9.utmcsr%3Dwandoujia%7Cutmccn%3DAgroupBgroupC0D200E0%7Cutmcmd%3Dandroid%7Cutmctr%3D381%7Cutmcct%3D865931022792071%3B&utmu=iBE~,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/t.gif?tanx_nid=109932508&tanx_cm&wap=1,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/_.gif?rt=1464515494734&st=1464515494865&dt=1464515495373&lt=1464515495810&expire=0&page=100359&pt_start=1464515494120&pt_index=0%2C-1%2C-1%2C-1%2C-1%2C186%2C482%2C482%2C482%2C614%2C-1%2C547%2C867%2C915%2C876%2C1438%2C1438%2C1438%2C1874%2C1874%2C1876&pn_redirect=0&pn_type=0,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/cm.gif?url=http%3A%2F%2Fcms.tanx.com%2Ft.gif%3Ftanx_nid%3D109932508%26tanx_cm%26wap%3D1,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/t.gif?tanx_nid=109932508&tanx_cm&wap=1&cna=qanRD+LbXWMCAWp5TWDiICBU,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/coomap?tanx_ver=1&wap=1&tanx_tid=i34Mee7tmBQ%3D&adx=tanx,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/group/v1/re/p?userid=65687079&cityId=1&position=39.917966%2C116.68604&pushid=126450&supportData=extdeal&wifi-cur=0&wifi-name=360%08MF910S_9EBDCD%08TP-LINK_DC32%08CMCC-WEB%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0824%3A69%3A68%3A35%3Adc%3A32%0800%3A27%3A1d%3A06%3A87%3A5d%08&wifi-strength=-14%08-63%08-69%08-72%08&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&__reqTraceID=bb647484-ddf6-469b-9780-f1935ad8aab4&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515498206&__skua=594476d291cbea2d29902a8d800824bd&__skno=b880bca5-4d7d-414e-9412-96af7d2eb609&__skcy=s8bo1fzEHdWvINEQkIoOMLTaVtM%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/api/app/activation,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/api/app/activation,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/gchatpic_new/1096178802/2084191011-2860261691-33CD292A0570E70D168BC5A418746074/198?vuin=920328364&term=2&cldver=6.3.7.2795&rf=naio&msgTime=1464515499&mType=picGd,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/test/preload,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/deal/a79b54089ec3df541ea08397875c5b92133374.jpg.webp,GET,okhttp/2.7.5,
/deal/ef323b1713343ad704be28e9a79e39b944040.jpg.webp,GET,okhttp/2.7.5,
/deal/95b4c1eaca499f07789ef02eec940e9724059.jpg@90_0_280_280a%7C267h_267w_2e_90Q.webp,GET,okhttp/2.7.5,
/deal/45ba49ca325e74f29a14271cc7792a2315842.jpg.webp,GET,okhttp/2.7.5,
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=66dbe7dc-e1ba-40db-87a6-3204460ebc8d&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515508746&__skua=594476d291cbea2d29902a8d800824bd&__skno=e524aa50-7db3-46d6-989e-734548def37b&__skcy=zh3leh51QlHHc4Qhvez9c9E%2FuZE%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=633f1b5d-9541-4f91-8d83-6059086a8054&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515508860&__skua=594476d291cbea2d29902a8d800824bd&__skno=e2659831-d84b-400f-a069-37a1cb78cc93&__skcy=Wlv%2FcZTqkZYD22GHpBHSayZP1SM%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=7d09dce6-2e62-4921-b510-ba2cbf5063d3&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515508903&__skua=594476d291cbea2d29902a8d800824bd&__skno=a6180a3c-0c51-40a4-ad80-a0af801667bd&__skcy=XptDGhCOp0XeXf5O0u3PQTZ3IC0%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/group/v3/deal/count/bygeo?hasGroup=false&cateType=poi&data_type=poi&city=1&cate=1&type=area%2Clandmark%2CsubwayLine%2CsubwayStation&client=android&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4b39c4dd-8b51-4996-892c-e138911ab258&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515508923&__skua=594476d291cbea2d29902a8d800824bd&__skno=ab55d003-a94e-43b9-90e3-878719212ecb&__skcy=Eed5Fh5x3VJMJnNlM3l6%2BOyl0fg%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/meishi/filter/v4/deal/select/city/1/cate/1?sort=defaults&mypos=39.917966%2C116.68604&ci=1&hasGroup=true&mpt_cate1=-1&mpt_cate2=1&wifi-name=360%08TP-LINK_DC32%08MF910S_9EBDCD%08CMCC%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%0824%3A69%3A68%3A35%3Adc%3A32%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0800%3A27%3A1d%3A07%3A87%3A5d%08&wifi-strength=-15%08-67%08-74%08-74%08&wifi-cur=0&offset=0&limit=25&client=android&__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=3c86c3b3-c19b-45d3-993f-334c48e57916&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515508927&__skua=594476d291cbea2d29902a8d800824bd&__skno=0c7d466d-fef3-4766-9d08-35fccf79d9e6&__skcy=J940CTczt5AZNOzdsr%2B4hpWfu5s%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/advert/v3/adverts?cityid=1&category=1&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=056a7fc6-6080-45a4-b2ef-cb7f30d91916&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515509080&__skua=594476d291cbea2d29902a8d800824bd&__skno=78e39c86-91c6-47de-9591-83c641cbc471&__skcy=in7faRPE%2FfCYn1oQ9FcXQdoL%2F1w%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
"/group/v1/city/latlng/39.917966,116.68604?tag=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4b6fea09-ac4b-4db5-aaec-04733c6d7094&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515509155&__skua=594476d291cbea2d29902a8d800824bd&__skno=14cfdf39-941a-4cc5-8fe0-7126592854dc&__skcy=kgimmjZ1V3Njmy%2Fqu%2FTeEQ0Onbk%3D",GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/meishiop/6d121e02c696ab5cd423a764b54811c75489.png,GET,okhttp/2.7.5,
/meishiop/9c29430eec831af89c210653a0a368545684.png,GET,okhttp/2.7.5,
/meishiop/b6f9c7e1dc364241e4da089fd19e8e806325.png,GET,okhttp/2.7.5,
/movie/8bfd642f2cc3213f503acfbba8b03deb4883.png,GET,okhttp/2.7.5,
/advert/v3/adverts?cityid=1&category=1&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=056a7fc6-6080-45a4-b2ef-cb7f30d91916&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515509080&__skua=594476d291cbea2d29902a8d800824bd&__skno=78e39c86-91c6-47de-9591-83c641cbc471&__skcy=in7faRPE%2FfCYn1oQ9FcXQdoL%2F1w%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
